"","YEAR","POS","PLAYER","YDS.DRV","DRV.ACC","GIR","PP.GIR","EAGLE","BIRDIE","PARS","BOGEY","DBL.","TO.PAR","TO.PAR_","POS_","Marks","PTS"
"226",2017,"T7","United StatesBrian Harman",288.4,55.4,61.1,1.705,0,14,51,6,1,"-6",-6,7,72,73.5
"227",2017,"T7","United StatesScott Piercy",296.4,64.3,72.2,1.75,0,17,46,7,2,"-6",-6,7,72,78.5
"228",2017,"T10","United StatesStewart Cink",299,57.1,69.4,1.78,0,16,44,12,0,"-4",-4,10,72,71
"229",2017,"T10","EnglandPaul Casey",296.1,60.7,66.7,1.729,0,14,49,8,1,"-4",-4,10,72,68.5
"230",2017,"T12","United StatesMorgan Hoffmann",299.3,46.4,52.8,1.816,0,12,51,9,0,"-3",-3,12,72,63
"231",2017,"T12","United StatesMatt Kuchar",294.4,60.7,65.3,1.787,0,13,49,10,0,"-3",-3,12,72,64.5
"232",2017,"T12","SwedenDavid Lingmerth",289.4,66.1,63.9,1.63,1,16,42,11,2,"-3",-3,12,72,75.5
"233",2017,"T12","United StatesScott Brown",295.3,60.7,72.2,1.827,0,13,50,8,1,"-3",-3,12,72,65
"234",2017,"T12","SpainSergio Garcia",305.6,58.9,65.3,1.787,0,13,49,10,0,"-3",-3,12,72,64.5
"235",2017,"T12","United StatesBill Haas",296.3,48.2,68.1,1.816,0,12,52,7,1,"-3",-3,12,72,63.5
"236",2017,"T18","United StatesVaughn Taylor",288.7,55.4,61.1,1.727,0,16,44,11,0,"-2",-2,18,71,69.5
"237",2017,"T18","United StatesKevin Tway",319,44.6,62.5,1.667,0,19,39,11,3,"-2",-2,18,72,73
"238",2017,"T18","United StatesKevin Streelman",304.6,58.9,61.1,1.727,0,16,42,14,0,"-2",-2,18,72,67
"239",2017,"T18","United StatesRicky Barnes",280.4,57.1,62.5,1.756,0,12,51,8,1,"-2",-2,18,72,61.5
"240",2017,"T18","United StatesKelly Kraft",297.1,51.8,68.1,1.755,0,13,48,11,0,"-2",-2,18,72,62.5
"241",2017,"T18","SwedenJonas Blixt",289.7,57.1,63.9,1.804,0,11,53,7,1,"-2",-2,18,72,60
"242",2017,"T24","United StatesRyan Blaum",279.7,51.8,63.9,1.761,0,13,47,12,0,"-1",-1,24,72,60.5
"243",2017,"T24","United StatesBrian Stuard",274.8,71.4,62.5,1.578,1,17,38,14,2,"-1",-1,24,72,73
"244",2017,"T24","United StatesSam Saunders",299.3,66.1,66.7,1.771,0,16,42,13,1,"-1",-1,24,72,65.5
"245",2017,"T24","United StatesCharley Hoffman",304.9,50,77.8,1.839,0,14,46,11,1,"-1",-1,24,72,62.5
"246",2017,"T24","ArgentinaEmiliano Grillo",299.1,53.6,62.5,1.733,0,14,46,11,1,"-1",-1,24,72,62.5
"247",2017,"T29","United StatesPhil Mickelson",299.8,41.1,66.7,1.813,0,13,46,13,0,"E",0,29,72,58.5
"248",2017,"T29","United StatesOllie Schniederjans",283.6,44.6,58.3,1.69,0,15,44,11,2,"E",0,29,72,62.5
"249",2017,"T29","United StatesHarris English",297.2,39.3,63.9,1.87,0,13,48,9,2,"E",0,29,72,59.5
"250",2017,"T29","United StatesTony Finau",313.3,48.2,58.3,1.81,1,12,45,14,0,"E",0,29,72,62.5
"251",2017,"T29","Northern IrelandGraeme McDowell",283.1,69.6,62.5,1.778,0,14,46,10,2,"E",0,29,72,61
"252",2017,"T34","United StatesBilly Horschel",299.5,57.1,63.9,1.848,0,15,41,16,0,"1",1,34,72,59.5
"253",2017,"T34","United StatesChad Campbell",286.2,67.9,61.1,1.841,0,11,49,12,0,"1",1,34,72,53.5
"254",2017,"T34","AustraliaCurtis Luck",283.6,58.9,65.3,1.766,0,16,40,15,1,"1",1,34,72,61.5
"255",2017,"T34","AustraliaMarc Leishman",303.3,51.8,69.4,1.82,0,11,51,8,2,"1",1,34,72,54.5
"256",2017,"T34","United StatesBrian Gay",285.6,57.1,61.1,1.773,0,11,49,12,0,"1",1,34,72,53.5
"257",2017,"T34","United StatesRobert Streb",292.3,53.6,59.7,1.744,0,11,50,10,1,"1",1,34,72,54
"258",2017,"T34","South KoreaWhee Kim",296.3,50,62.5,1.711,0,15,44,10,3,"1",1,34,72,61
"259",2017,"T41","United StatesJ.T. Poston",300.4,50,65.3,1.723,0,13,48,8,2,"2",2,41,71,58
"260",2017,"T41","United StatesCody Gribble",307.9,66.1,66.7,1.792,0,12,47,12,1,"2",2,41,72,53.5
"261",2017,"T41","United StatesBud Cauley",293.1,67.9,62.5,1.778,0,12,48,10,2,"2",2,41,72,54
"262",2017,"T41","United StatesMichael Kim",294.2,69.6,56.9,1.854,0,9,53,9,1,"2",2,41,72,49
"263",2017,"T41","United StatesBilly Hurley III",283.5,50,62.5,1.689,0,16,40,14,2,"2",2,41,72,60
"264",2017,"T41","United StatesChris Stroud",281.3,53.6,56.9,1.756,0,11,50,10,0,"2",2,41,71,54
"265",2017,"T41","ArgentinaAngel Cabrera",281.1,55.4,55.6,1.725,0,15,41,15,1,"2",2,41,72,58
"266",2017,"T48","United StatesXander Schauffele",305,64.3,59.7,1.814,0,10,50,11,1,"3",3,48,72,49.5
"267",2017,"T48","United StatesBrandt Snedeker",283.1,53.6,56.9,1.683,1,13,43,12,3,"3",3,48,72,60.5
"268",2017,"T48","United StatesDerek Fathauer",290.9,33.9,61.1,1.795,0,13,45,13,0,"3",3,48,71,56
"269",2017,"T48","United StatesChez Reavie",286,64.3,62.5,1.8,0,11,49,10,2,"3",3,48,72,51.5
"270",2017,"T48","United StatesWesley Bryan",285.1,44.6,61.1,1.727,0,13,45,12,2,"3",3,48,72,54.5
"271",2017,"T53","United StatesNick Watney",302.4,55.4,61.1,1.841,0,10,50,10,2,"4",4,53,72,48
"272",2017,"T53","JapanYuta Ikeda",299.6,58.9,62.5,1.756,0,15,41,13,3,"4",4,53,72,56
"273",2017,"T53","AustraliaGeoff Ogilvy",287.4,55.4,59.7,1.86,0,9,51,11,1,"4",4,53,72,46
"274",2017,"T53","CanadaAdam Hadwin",291.5,50,54.2,1.769,0,11,48,11,2,"4",4,53,72,49.5
"275",2017,"T57","United StatesBen Martin",290.9,53.6,62.5,1.822,0,12,45,13,2,"5",5,57,72,50
"276",2017,"T57","CanadaGraham DeLaet",304.2,53.6,62.5,1.822,0,11,48,10,3,"5",5,57,72,49
"277",2017,"T57","United StatesMichael Thompson",287.2,53.6,55.6,1.75,0,12,44,15,1,"5",5,57,72,49.5
"278",2017,"T57","South KoreaSung Kang",302.3,57.1,62.5,1.822,0,12,43,17,0,"5",5,57,72,49
"279",2017,"T61","United StatesWilliam McGirt",291.6,62.5,63.9,1.826,0,11,46,13,2,"6",6,61,72,47.5
"280",2017,"T61","CanadaNick Taylor",295.4,57.1,58.3,1.857,0,10,48,12,2,"6",6,61,72,46
"281",2017,"T63","United StatesPatton Kizzire",292,44.6,59.7,1.791,0,12,44,13,3,"7",7,63,72,48.5
"282",2017,"T63","United StatesScott Stallings",300.4,50,55.6,1.8,0,10,46,15,1,"7",7,63,72,44.5
"283",2017,"T63","United StatesZach Johnson",284.4,55.4,50,1.75,0,11,44,16,1,"7",7,63,72,46
"284",2017,"T63","AustraliaMatt Jones",311.8,48.2,55.6,1.75,0,13,43,12,4,"7",7,63,72,50.5
"285",2017,"T67","United StatesChris Kirk",305.2,51.8,65.3,1.872,0,8,52,8,4,"8",8,67,72,42
"286",2017,"T67","United StatesRyan Moore",291.7,66.1,58.3,1.762,0,12,46,10,3,"8",8,67,71,51
"287",2017,"69","United StatesDominic Bozzelli",308.8,37.5,50,1.722,0,13,38,20,1,"9",9,69,72,47
"288",2017,"T70","CanadaDavid Hearn",277.2,62.5,47.2,1.706,0,12,41,16,3,"10",10,70,72,45.5
"289",2017,"T70","United StatesRyan Palmer",311.1,51.8,52.8,1.895,0,6,53,10,3,"10",10,70,72,36.5
"290",2017,"72","United StatesCameron Tringale",280.6,55.4,48.6,1.771,0,9,44,17,2,"12",12,72,72,38.5
"291",2016,"1","United StatesJordan Spieth",299.8,50,70.8,1.647,0,22,45,5,0,"-17",-17,1,72,116
"292",2016,"2","United StatesHarris English",293.4,62.5,75,1.611,1,22,40,8,1,"-14",-14,2,72,109
"293",2016,"T3","United StatesRyan Palmer",299.1,69.6,75,1.648,1,20,42,9,0,"-13",-13,3,72,102.5
"294",2016,"T3","United StatesWebb Simpson",277.1,55.4,69.4,1.66,0,21,43,8,0,"-13",-13,3,72,98.5
"295",2016,"5","United StatesKyle Reifers",285.3,75,81.9,1.712,0,19,46,7,0,"-12",-12,5,72,90.5
"296",2016,"T6","IndiaAnirban Lahiri",295,71.4,69.4,1.62,1,20,39,11,1,"-9",-9,6,72,93
"297",2016,"T6","United StatesJason Dufner",290.1,58.9,75,1.722,0,16,49,7,0,"-9",-9,6,72,81
"298",2016,"T6","United StatesMatt Kuchar",290.2,66.1,70.8,1.667,1,17,46,7,0,"-9",-9,6,71,90.5
"299",2016,"T6","United StatesMartin Piller",299.6,55.4,73.6,1.66,0,21,40,10,1,"-9",-9,6,72,89
"300",2016,"T10","United StatesChad Campbell",283.8,58.9,72.2,1.673,0,20,41,10,1,"-8",-8,10,72,81.5
"301",2016,"T10","United StatesKevin Kisner",292.7,51.8,65.3,1.681,0,18,44,10,0,"-8",-8,10,72,78
"302",2016,"T10","United StatesBryce Molder",289.2,66.1,66.7,1.729,0,15,51,5,1,"-8",-8,10,72,74
"303",2016,"T13","AustraliaMarc Leishman",292.3,53.6,69.4,1.72,0,16,48,7,1,"-7",-7,13,72,73.5
"304",2016,"T13","United StatesChris Stroud",284.8,50,62.5,1.667,0,15,51,5,0,"-7",-7,13,71,74
"305",2016,"T15","United StatesChris Kirk",285.3,62.5,66.7,1.708,1,14,47,10,0,"-6",-6,15,72,74.5
"306",2016,"T15","United StatesPatrick Reed",302.2,50,70.8,1.765,0,14,51,6,1,"-6",-6,15,72,69.5
"307",2016,"T17","United StatesZach Johnson",270.9,60.7,61.1,1.727,0,14,51,6,0,"-5",-5,17,71,69.5
"308",2016,"T17","CanadaDavid Hearn",278.9,58.9,65.3,1.745,1,12,50,9,0,"-5",-5,17,72,69.5
"309",2016,"T17","United StatesTroy Merritt",290.5,58.9,75,1.648,1,20,38,10,2,"-5",-5,17,71,85
"310",2016,"T17","United StatesTom Hoge",283.1,44.6,62.5,1.689,0,18,42,11,1,"-5",-5,17,72,73.5
"311",2016,"T17","United StatesBrandt Snedeker",300.7,67.9,75,1.833,1,13,48,10,0,"-5",-5,17,72,71
"312",2016,"T22","AustraliaSteven Bowditch",305.7,35.7,61.1,1.773,0,14,49,8,1,"-4",-4,22,72,65.5
"313",2016,"T22","New ZealandDanny Lee",290.8,71.4,72.2,1.769,1,13,47,11,0,"-4",-4,22,72,69
"314",2016,"T22","CanadaAdam Hadwin",290.6,60.7,69.4,1.78,0,14,49,8,1,"-4",-4,22,72,65.5
"315",2016,"T25","United StatesBrian Harman",288.2,62.5,70.8,1.745,0,15,46,10,1,"-3",-3,25,72,66
"316",2016,"T25","United StatesTyler Aldridge",286.6,55.4,72.2,1.788,0,15,46,10,1,"-3",-3,25,72,66
"317",2016,"T25","United StatesDavid Toms",275.5,62.5,66.7,1.708,0,15,45,12,0,"-3",-3,25,72,65.5
"318",2016,"T25","South AfricaCharl Schwartzel",289,50,65.3,1.809,0,14,49,7,2,"-3",-3,25,72,65
"319",2016,"T29","United StatesTim Herron",279.7,53.6,66.7,1.771,0,15,45,11,1,"-2",-2,29,72,64
"320",2016,"T29","United StatesBen Crane",281.5,69.6,68.1,1.837,0,11,52,9,0,"-2",-2,29,72,57.5
"321",2016,"T29","United StatesJimmy Walker",314.7,37.5,56.9,1.683,0,17,42,11,2,"-2",-2,29,72,67.5
"322",2016,"T29","United StatesBen Martin",291.8,67.9,65.3,1.766,0,14,48,8,2,"-2",-2,29,72,63
"323",2016,"T29","United StatesJim Herman",297.8,62.5,63.9,1.761,0,15,46,9,2,"-2",-2,29,72,64.5
"324",2016,"T34","United StatesTony Finau",315.1,48.2,72.2,1.788,0,15,45,10,2,"-1",-1,34,72,62.5
"325",2016,"T34","United StatesSean O'Hair",303.1,48.2,65.3,1.766,0,13,48,10,1,"-1",-1,34,72,59
"326",2016,"T34","United StatesJohnson Wagner",290.6,57.1,72.2,1.788,0,13,50,7,1,"-1",-1,34,71,61.5
"327",2016,"T34","United StatesChad Collins",269.6,55.4,69.4,1.86,0,9,55,8,0,"-1",-1,34,72,52.5
"328",2016,"T34","United StatesJason Bohn",278.7,58.9,58.3,1.595,0,18,40,11,3,"-1",-1,34,72,67.5
"329",2016,"T34","United StatesShawn Stefani",286.7,55.4,66.7,1.792,0,13,49,8,2,"-1",-1,34,72,59.5
"330",2016,"T34","United StatesBlayne Barber",283.6,51.8,65.3,1.787,0,13,47,12,0,"-1",-1,34,72,58.5
"331",2016,"T34","FijiVijay Singh",299.1,48.2,72.2,1.788,0,13,49,8,2,"-1",-1,34,72,59.5
"332",2016,"T42","United StatesCharley Hoffman",302.8,55.4,63.9,1.826,0,14,45,12,1,"E",0,42,72,58.5
"333",2016,"T42","United StatesRicky Barnes",283.3,42.9,76.4,1.8,0,13,46,13,0,"E",0,42,72,56.5
"334",2016,"T42","South KoreaSeung-Yul Noh",300.4,55.4,59.7,1.791,0,10,54,6,2,"E",0,42,72,53
"335",2016,"T42","United StatesKevin Na",282.8,64.3,62.5,1.711,0,14,44,14,0,"E",0,42,72,58
"336",2016,"T42","South AfricaTyrone Van Aswegen",296.7,44.6,65.3,1.745,0,13,49,9,0,"E",0,42,71,60
"337",2016,"T47","United StatesDaniel Summerhays",279,46.4,65.3,1.766,0,12,48,11,1,"1",1,47,72,54.5
"338",2016,"T47","CanadaNick Taylor",290.5,48.2,68.1,1.735,0,16,41,13,2,"1",1,47,72,61
"339",2016,"T47","United StatesJon Curran",273,48.2,59.7,1.698,0,13,46,12,1,"1",1,47,72,56
"340",2016,"T47","United StatesSteve Stricker",279.4,53.6,63.9,1.826,0,10,54,6,1,"1",1,47,71,54
"341",2016,"T47","United StatesBill Haas",292.3,60.7,63.9,1.826,1,11,47,12,1,"1",1,47,72,58.5
"342",2016,"T47","United StatesWilliam McGirt",290.3,66.1,69.4,1.86,0,9,53,10,0,"1",1,47,72,49.5
"343",2016,"T47","United StatesHudson Swafford",308.2,58.9,73.6,1.83,0,12,50,8,1,"1",1,47,71,57
"344",2016,"T47","New ZealandTim Wilkinson",276.9,58.9,65.3,1.745,0,15,42,14,1,"1",1,47,72,59
"345",2016,"T55","ArgentinaEmiliano Grillo",292.8,67.9,69.4,1.78,0,13,48,7,4,"2",2,55,72,55.5
"346",2016,"T55","United StatesVaughn Taylor",295.3,51.8,65.3,1.723,0,13,45,13,1,"2",2,55,72,54
"347",2016,"T55","United StatesJason Kokrak",313.2,66.1,70.8,1.686,0,17,45,5,3,"2",2,55,70,68
"348",2016,"T55","AustraliaAaron Baddeley",303.7,46.4,56.9,1.805,0,13,45,13,1,"2",2,55,72,54
"349",2016,"T55","United StatesSteve Flesch",276.8,64.3,61.1,1.75,0,13,46,11,2,"2",2,55,72,54.5
"350",2016,"T55","AustraliaAdam Scott",304.1,62.5,68.1,1.776,0,14,43,14,1,"2",2,55,72,55.5
"351",2016,"T55","SwedenJonas Blixt",289.1,51.8,56.9,1.829,0,11,52,6,2,"2",2,55,71,54
"352",2016,"T62","United StatesDerek Fathauer",289.7,41.1,50,1.833,0,12,46,13,1,"3",3,62,72,51.5
"353",2016,"T62","United StatesCameron Tringale",284.1,60.7,69.4,1.88,0,12,45,15,0,"3",3,62,72,51
"354",2016,"T62","United StatesMark Hubbard",283.7,60.7,61.1,1.795,0,12,46,13,1,"3",3,62,72,51.5
"355",2016,"T65","United StatesBrett Stegmaier",303.2,67.9,70.8,1.902,0,7,54,11,0,"4",4,65,72,42.5
"356",2016,"T65","United StatesRoberto Castro",284.6,69.6,66.7,1.833,0,11,48,11,2,"4",4,65,72,49.5
"357",2016,"T67","JapanHiroshi Iwata",289.2,58.9,66.7,1.792,0,11,50,8,2,"5",5,67,71,52
"358",2016,"T67","United StatesColt Knost",263.8,80.4,75,1.87,0,8,51,13,0,"5",5,67,72,43
"359",2016,"T67","United StatesScott Piercy",286.4,55.4,63.9,1.848,0,10,49,12,0,"5",5,67,71,48.5
"360",2016,"70","United StatesRobert Streb",297.6,58.9,69.4,1.84,1,10,44,16,1,"6",6,70,72,51
"361",2013,"1","United StatesBoo Weekley",298.7,71.4,75,1.648,0,24,39,8,1,"-14",-14,1,72,116.5
"362",2013,"2","United StatesMatt Kuchar",294.6,55.4,72.2,1.712,0,17,51,4,0,"-13",-13,2,72,94.5
"363",2013,"3","United StatesZach Johnson",294.6,67.9,75,1.704,0,17,50,5,0,"-12",-12,3,72,91.5
"364",2013,"T4","United StatesJohn Rollins",302.1,66.1,72.2,1.654,0,20,43,9,0,"-11",-11,4,72,93
"365",2013,"T4","United StatesMatt Every",297,57.1,76.4,1.727,0,19,47,5,0,"-11",-11,4,71,94
"366",2013,"T4","United StatesScott Stallings",292.3,71.4,73.6,1.679,0,19,46,6,1,"-11",-11,4,72,92
"367",2013,"T7","United StatesChris Stroud",281.1,60.7,68.1,1.735,0,15,52,5,0,"-10",-10,7,72,78.5
"368",2013,"T7","United StatesJosh Teater",297.6,50,72.2,1.654,0,21,40,11,0,"-10",-10,7,72,87.5
"369",2013,"T7","United StatesJordan Spieth",299.2,66.1,69.4,1.66,0,20,43,8,1,"-10",-10,7,72,86.5
"370",2013,"T7","South AfricaTim Clark",271.7,66.1,62.5,1.667,0,15,52,5,0,"-10",-10,7,72,78.5
"371",2013,"T11","United StatesChez Reavie",290.5,78.6,76.4,1.727,0,16,49,7,0,"-9",-9,11,72,75
"372",2013,"T11","United StatesJohn Huh",289.9,75,70.8,1.706,0,18,47,6,0,"-9",-9,11,71,80.5
"373",2013,"T11","SwedenJonas Blixt",297.2,50,65.3,1.787,0,13,55,4,0,"-9",-9,11,72,70.5
"374",2013,"T14","United StatesMartin Flores",304.8,67.9,62.5,1.756,0,18,44,10,0,"-8",-8,14,72,77
"375",2013,"T14","United StatesBud Cauley",284.9,55.4,62.5,1.644,0,17,47,7,1,"-8",-8,14,72,76
"376",2013,"T14","United StatesFranklin Corpening",300.3,55.4,66.7,1.729,0,14,52,6,0,"-8",-8,14,72,71
"377",2013,"T14","United StatesRyan Palmer",308.8,55.4,65.3,1.702,0,18,45,8,1,"-8",-8,14,72,77.5
"378",2013,"T18","United StatesCharley Hoffman",299.6,39.3,66.7,1.708,0,18,43,11,0,"-7",-7,18,72,75
"379",2013,"T18","SwedenDavid Lingmerth",295.2,69.6,68.1,1.755,0,15,49,8,0,"-7",-7,18,72,70.5
"380",2013,"T18","United StatesJason Kokrak",298.7,55.4,68.1,1.755,1,13,51,6,1,"-7",-7,18,72,73.5
"381",2013,"T18","United StatesTed Potter Jr.",284.8,64.3,69.4,1.74,0,16,47,9,0,"-7",-7,18,72,72
"382",2013,"T22","CanadaGraham DeLaet",313.4,76.8,70.8,1.706,0,19,40,13,0,"-6",-6,22,72,74.5
"383",2013,"T22","United StatesBrian Stuard",294,60.7,70.8,1.725,1,16,43,12,0,"-6",-6,22,72,75.5
"384",2013,"T22","ZimbabweBrendon de Jonge",292.4,62.5,66.7,1.708,0,15,49,7,1,"-6",-6,22,72,69
"385",2013,"T22","United StatesSteve Flesch",287.6,64.3,68.1,1.755,0,16,47,8,1,"-6",-6,22,72,70.5
"386",2013,"T26","United StatesHunter Mahan",296.9,57.1,70.8,1.745,0,15,48,8,1,"-5",-5,26,72,67
"387",2013,"T26","United StatesScott Piercy",293.8,58.9,68.1,1.714,1,16,42,13,0,"-5",-5,26,72,73.5
"388",2013,"T26","ColombiaCamilo Villegas",280,51.8,72.2,1.788,0,14,49,9,0,"-5",-5,26,72,65
"389",2013,"T26","United StatesJohn Merrick",287.1,66.1,69.4,1.8,0,15,47,10,0,"-5",-5,26,72,66.5
"390",2013,"T26","United StatesJohn Peterson",294.3,69.6,79.2,1.789,0,16,46,9,1,"-5",-5,26,72,68.5
"391",2013,"T31","United StatesBo Van Pelt",278,62.5,63.9,1.761,0,12,53,6,1,"-4",-4,31,72,60.5
"392",2013,"T31","United StatesKen Duke",271.4,58.9,66.7,1.729,0,15,47,9,1,"-4",-4,31,72,65
"393",2013,"T31","United StatesJim Furyk",284.6,57.1,72.2,1.75,0,15,46,11,0,"-4",-4,31,72,64.5
"394",2013,"T31","ArgentinaAngel Cabrera",309,53.6,61.1,1.773,0,14,48,10,0,"-4",-4,31,72,63
"395",2013,"T35","United StatesBrandt Jobe",276.6,66.1,65.3,1.66,0,16,45,9,2,"-3",-3,35,72,66
"396",2013,"T35","SwedenHenrik Stenson",301.5,60.7,65.3,1.702,0,16,43,13,0,"-3",-3,35,72,65
"397",2013,"T35","SwedenFreddie Jacobson",293.2,64.3,69.4,1.8,0,14,48,9,1,"-3",-3,35,72,62.5
"398",2013,"T35","SwedenCarl Pettersson",296.8,57.1,66.7,1.625,0,19,40,10,3,"-3",-3,35,72,71
"399",2013,"T35","United StatesRichard H. Lee",284.1,53.6,68.1,1.816,0,10,55,7,0,"-3",-3,35,72,56
"400",2013,"T35","United StatesChris Kirk",302.3,62.5,65.3,1.723,0,13,50,8,1,"-3",-3,35,72,61
"401",2013,"T35","United StatesDaniel Summerhays",295.9,69.6,62.5,1.622,0,19,41,8,4,"-3",-3,35,72,71.5
"402",2013,"T42","United StatesShawn Stefani",305.1,57.1,58.3,1.738,0,12,50,10,0,"-2",-2,42,72,57
"403",2013,"T42","EnglandBrian Davis",283,66.1,62.5,1.778,0,12,50,10,0,"-2",-2,42,72,57
"404",2013,"T42","United StatesJ.J. Henry",287.8,58.9,68.1,1.816,0,15,44,13,0,"-2",-2,42,72,61.5
"405",2013,"T42","United StatesBob Estes",277,67.9,68.1,1.714,0,17,41,13,1,"-2",-2,42,72,65
"406",2013,"T46","South AfricaDavid Frost",275.7,60.7,72.2,1.769,0,13,49,8,2,"-1",-1,46,72,58.5
"407",2013,"T46","United StatesJason Dufner",292.2,55.4,66.7,1.792,0,12,49,11,0,"-1",-1,46,72,56
"408",2013,"T46","AustraliaStuart Appleby",296.3,58.9,55.6,1.75,0,14,47,10,0,"-1",-1,46,71,61.5
"409",2013,"T46","United StatesPatrick Reed",300.4,48.2,59.7,1.791,0,14,48,8,1,"-1",-1,46,71,62
"410",2013,"T46","United StatesDerek Ernst",299.3,62.5,61.1,1.727,0,13,47,12,0,"-1",-1,46,72,57.5
"411",2013,"T46","United StatesMichael Thompson",287.6,58.9,52.8,1.605,0,15,45,11,0,"-1",-1,46,71,63
"412",2013,"T46","AustraliaMarc Leishman",283.6,55.4,68.1,1.816,0,11,51,10,0,"-1",-1,46,72,54.5
"413",2013,"T46","United StatesRoberto Castro",276.5,57.1,59.7,1.791,0,12,49,11,0,"-1",-1,46,72,56
"414",2013,"T54","United StatesKevin Chappell",294.2,51.8,73.6,1.811,0,12,52,5,2,"E",0,54,71,57.5
"415",2013,"T54","United StatesRickie Fowler",291.9,51.8,65.3,1.809,0,13,48,9,2,"E",0,54,72,56.5
"416",2013,"T54","ScotlandMartin Laird",300,53.6,61.1,1.841,0,13,48,9,2,"E",0,54,72,56.5
"417",2013,"T54","United StatesKyle Reifers",284.8,46.4,62.5,1.8,0,11,50,11,0,"E",0,54,72,52.5
"418",2013,"T54","United StatesCameron Tringale",295.4,66.1,61.1,1.818,0,10,53,8,1,"E",0,54,72,51.5
"419",2013,"T54","United StatesTommy Gainey",296.3,46.4,69.4,1.8,0,11,52,8,0,"E",0,54,71,55
"420",2013,"T54","United StatesDicky Pride",273.3,60.7,70.8,1.804,0,12,49,10,1,"E",0,54,72,54.5
"421",2013,"T54","United StatesD.J. Trahan",289.9,75,77.8,1.857,1,13,47,8,2,"E",0,54,71,64.5
"422",2013,"T62","United StatesJustin Hicks",277.3,73.2,66.7,1.854,0,12,48,11,1,"1",1,62,72,53.5
"423",2013,"T62","South KoreaSeung-Yul Noh",310.2,50,72.2,1.75,0,15,43,12,2,"1",1,62,72,58.5
"424",2013,"T62","United StatesBen Kohles",280.3,71.4,68.1,1.796,0,13,47,10,2,"1",1,62,72,55.5
"425",2013,"T65","United StatesLuke Guthrie",291.1,57.1,59.7,1.814,0,9,56,4,2,"2",2,65,71,51
"426",2013,"T65","United StatesBryce Molder",270.3,60.7,62.5,1.756,0,12,47,12,1,"2",2,65,72,52.5
"427",2013,"T65","United StatesTim Herron",291.8,58.9,70.8,1.804,0,12,46,14,0,"2",2,65,72,52
"428",2013,"T65","AustraliaGreg Chalmers",283.9,62.5,61.1,1.75,0,12,48,10,2,"2",2,65,72,53
"429",2013,"69","United StatesMorgan Hoffmann",286.7,57.1,66.7,1.792,0,12,47,11,2,"3",3,69,72,52
"430",2013,"T70","JapanRyo Ishikawa",292.9,51.8,69.4,1.82,0,14,41,16,1,"4",4,70,72,53.5
"431",2013,"T70","SwedenRobert Karlsson",274.4,60.7,59.7,1.884,0,9,52,9,2,"4",4,70,72,46.5
"432",2013,"T70","United StatesVaughn Taylor",294.9,50,54.2,1.769,0,11,46,15,0,"4",4,70,72,48.5
"433",2013,"T73","South KoreaCharlie Wi",277.9,62.5,58.3,1.69,1,14,40,13,4,"5",5,73,72,59.5
"434",2013,"T73","United StatesErik Compton",288.6,55.4,69.4,1.84,0,9,51,11,0,"5",5,73,71,47
"435",2013,"T73","SwedenHenrik Norlander",299.4,53.6,66.7,1.833,0,11,47,12,2,"5",5,73,72,48.5
"436",2013,"T76","South KoreaSangmoon Bae",291.1,64.3,66.7,1.729,0,14,41,14,3,"6",6,76,72,52.5
"437",2013,"T76","United StatesBobby Gates",291.3,55.4,54.2,1.769,1,7,51,11,2,"6",6,76,72,47
"438",2012,"1","United StatesZach Johnson",289.1,58.9,62.5,1.622,1,19,44,7,1,"-12",-12,1,72,112.5
"439",2012,"2","United StatesJason Dufner",296.7,58.9,73.6,1.642,0,22,42,6,1,"-11",-11,2,71,103
"440",2012,"3","United StatesTommy Gainey",318.3,55.4,66.7,1.625,0,20,40,11,1,"-7",-7,3,72,91.5
"441",2012,"4","United StatesJim Furyk",287.6,64.3,79.2,1.754,1,13,49,9,0,"-6",-6,4,72,83
"442",2012,"T5","United StatesRyan Palmer",298.1,53.6,54.2,1.59,0,17,43,12,0,"-5",-5,5,72,80.5
"443",2012,"T5","United StatesChris Kirk",300.3,51.8,63.9,1.696,1,14,48,7,2,"-5",-5,5,72,82.5
"444",2012,"T5","United StatesRickie Fowler",291.9,66.1,66.7,1.792,0,14,49,9,0,"-5",-5,5,72,76
"445",2012,"T5","United StatesHarris English",299.2,42.9,72.2,1.731,0,15,49,7,0,"-5",-5,5,71,80
"446",2012,"T5","United StatesJohn Huh",303.4,73.2,70.8,1.745,0,14,50,7,1,"-5",-5,5,72,76.5
"447",2012,"T10","SwedenJonas Blixt",284.9,53.6,65.3,1.809,0,14,48,9,1,"-3",-3,10,72,67.5
"448",2012,"T10","United StatesBen Crane",300,62.5,70.8,1.745,1,16,40,15,0,"-3",-3,10,72,75.5
"449",2012,"T10","United StatesJonathan Byrd",303.7,55.4,65.3,1.745,0,14,48,9,1,"-3",-3,10,72,67.5
"450",2012,"T13","CanadaDavid Hearn",281.8,66.1,65.3,1.766,0,14,49,6,3,"-2",-2,13,72,66.5
"451",2012,"T13","SpainSergio Garcia",288.7,60.7,63.9,1.804,1,13,49,7,1,"-2",-2,13,71,73
"452",2012,"T13","United StatesCharley Hoffman",296.2,55.4,75,1.778,0,16,45,9,1,"-2",-2,13,71,71
"453",2012,"T13","United StatesKevin Na",286,66.1,62.5,1.778,0,13,48,11,0,"-2",-2,13,72,63.5
